ccg,group,postcode,practice_name,address,list_size,brick,
 Bath and NE Somerset ,GP SURGERY,BA3 3UJ,WESTFIELD SURGERY,51 WATERFORD PARK,4020,BA03,441761436333
 Cambs and Peterborough ,GP SURGERY,PE1 1NW,WESTGATE SURGERY,QUEENSGATE CENTRE,11200,PE01,441733318440
 West London K&C and Qpp ,HOSPITAL,SW10 9NH,CHELSEA & WESTMINSTER HOSPITAL (ACUTE/CO,369 FULHAM ROAD,0,SW10,442033158000
 Nene ,GP SURGERY,NN3 8DW,DR JAMEEL,WESTON FAVELL CENTRE,4400,NN03,441604415157
 Nene ,GP SURGERY,NN3 8DW,DRS ABBAS & TAKLA,WESTON FAVELL PRIMARY CARE CENTRE,6000,NN03,441604773490
 North Somerset ,HOSPITAL,BS23 4TQ,WESTON GENERAL HOSPITAL (ACUTE/COMMUNITY,GRANGE ROAD,0,BS23,441934636363
 Swindon ,GP SURGERY,SN6 7DN,WESTROP MEDICAL PRACTICE,NEWBURGH PLACE,10000,SN06,441793762218
 Cambs and Peterborough ,GP SURGERY,PE3 7JW,WESTWOOD CLINIC,WICKEN WAY,5300,PE03,441733265535
 Slough ,HOSPITAL,SL2 4HL,WEXHAM PARK HOSPITAL (ACUTE),WEXHAM STREET,0,SL02,441753633000
 Milton Keynes ,GP SURGERY,MK3 7QU,DR PHILBIN & PARTNERS,WHADDON MEDICAL CENTRE,12000,MK03,441908373058
 Waltham Forest ,HOSPITAL,E11 1NR,WHIPPS CROSS UNIVERSITY HOSPITAL (ACUTE/,WHIPPS CROSS ROAD,0,EZ11,442034165000
 West Hampshire ,GP PRACTICE DISPENSING,RG28 7AE,WHITCHURCH SURGERY,BELL STREET,5497,SO22,448444772547
 Brighton and Hove ,GP SURGERY,BN2 5FL,THE PRACTICE WHITEHAWK ROAD,WELLSBOURNE HEALTH CENTRE,5000,BN02,441273310333
 Aylesbury Vale ,GP SURGERY,HP19 8EN,WHITEHILL SURGERY,WHITEHILL LANE,15000,HP19,441296424488
 Bristol ,GP SURGERY,BS8 2PU,WHITELADIES MEDICAL GROUP,WHATLEY ROAD,21500,BS08,441179731201
 Bristol ,GP SURGERY,BS6 6DF,THE FAMILY PRACTICE,WESTERN COLLEGE,13250,BS06,441179466455
 North East West Devon,GP PRACTICE DISPENSING,PL20 6AS,YELVERTON SURGERY,WESTELLA ROAD,7200,PL19,441822852202
 Islington ,HOSPITAL,N19 5NF,WHITTINGTON HOSPITAL,MAGDALA AVENUE,0,NZ19,442072723070
 Basildon and Brentwood ,GP SURGERY,SS12 0AG,WICKFORD HEALTH CENTRE,MARKET ROAD,5500,SS12,441268766222
 Ashford ,HOSPITAL,TN24 0LZ,WILLIAM HARVEY HOSPITAL (ACUTE),KENNINGTON ROAD,0,TN24,441233633331
 Wiltshire ,GP SURGERY,SP4 7DL,THE BARCROFT MEDICAL PRACTICE,BARCROFT MEDICAL CENTRE,9700,SP04,441980623983
 South Norfolk ,GP PRACTICE DISPENSING,NR18 0AF,COASTAL VILLAGES PARTNERSHIP,LONDON ROAD,17000,NR17,441953607607
 Oxfordshire ,GP PRACTICE DISPENSING,OX28 6JS,WINDRUSH MEDICAL PRACTICE,WINDRUSH HEALTH CENTRE,13891,OX28,441993702911
 Dorset ,PRIVATE HOSPITAL,DT1 2DR,BMI THE WINTERBOURNE HOSPITAL,HERRINGSTON ROAD,0,DT01,441305263252
 Dorset ,GP SURGERY,BH9 1BP,THE ALMA PARTNERSHIP,ALMA MEDICAL CENTRE,10000,BH09,441202519311
 Mid Essex ,GP SURGERY,CM8 2UX,DR MOHANTY & PARTNER,4 MAYLAND ROAD,5000,CM08,441376302747
 Guildford and Waverley ,GP PRACTICE DISPENSING,GU8 5QR,DR WILKS & PARTNERS,WITLEY SURGERY,10191,GU08,441428682218
 North West Surrey ,PRIVATE HOSPITAL,GU21 4BY,NUFFIELD HEALTH WOKING HOSPITAL,SHORES ROAD,0,GU21,441483227800
 Guildford and Waverley ,GP SURGERY,GU5 0PE,WONERSH SURGERY,THE STREET,10500,GU06,441483898123
 Guildford and Waverley ,GP SURGERY,GU2 8YB,WOODBRIDGE HILL SURGERY,1 DEERBARN ROAD,11500,GU02,441483573194
 Herts Valleys ,GP SURGERY,HP2 7RJ,WOODHALL FARM MEDICAL CENTRE,VALLEY GREEN,3000,HP02,441442261805
 West Kent ,GP SURGERY,TN12 6AX,WOODLANDS HEALTH CENTRE,1-7 ALLINGTON ROAD,12000,TN12,441892833331
 Castle Point Rochford ,GP SURGERY,SS5 4PZ,CHURCH VIEW SURGERY & THE JONES FAMILY P,55 SOUTHEND ROAD,15450,SS05,441702202514
 Croydon ,GP SURGERY,SE25 5NT,WOODSIDE GROUP PRACTICE,WOODSIDE HEALTH CENTRE,14000,SE25,442082746969
 Greenwich ,GP SURGERY,SE18 6PZ,VALENTINE HEALTH PARTNERSHIP,FERRY VIEW HEALTH CENTRE,29000,SE18,442083195400
 Coastal West Sussex ,HOSPITAL,BN11 2DH,WORTHING HOSPITAL,LYNDHURST ROAD,0,BN11,441903205111
 East and N Herts ,GP SURGERY,AL10 0BS,DR KELLEY & PARTNERS,WRAFTON HOUSE SURGERY,9040,AL10,441707265454
 Dorset ,GP SURGERY,DT4 9BE,WYKE REGIS MEDICAL PRACTICE,WYKE REGIS HEALTH CENTRE,8098,DT04,441305782226
 South Gloucestershire ,GP SURGERY,BS37 4AX,DR MONCRIEF & PARTNERS,WESTWALK SURGERY,13000,BS37,441454272200
 South Gloucestershire ,GP SURGERY,BS37 4DQ,COURTSIDE SURGERY,KENNEDY WAY,14212,BS37,441454313874
 Somerset ,HOSPITAL,BA21 4AT,YEOVIL DISTRICT HOSPITAL,HIGHER KINGSTON,0,BA21,441935475122
 Lincolnshire West ,GP SURGERY,LN2 5HU,ARBORETUM SURGERY,76-78 MONKS ROAD,3500,LN02,441522524274
 North East Essex ,GP SURGERY,CO3 8NZ,TOLLGATE HEALTH CENTRE,145 LONDON ROAD,5210,CO03,441206574483
 Thanet ,GP SURGERY,CT11 8AD,THE GRANGE PRACTICE,THE MONTEFIORE MEDICAL CENTRE,11800,CT11,441843572740
 Canterbury and Coastal ,GP SURGERY,CT13 9ET,DR HEALY & PARTNERS,CATTLE MARKET,8900,CT02,441304619790
 Waltham Forest ,GP SURGERY,E4 7JX,THE RIDGEWAY SURGERY,1 MOUNT ECHO AVENUE,8000,EZ04,442085237722
 Herts Valleys ,GP SURGERY,HP2 7PQ,DR KEDIA,2 COLERIDGE CRESCENT,2100,HP02,441442234220
 North East West Devon,GP SURGERY,PL5 1PL,STIRLING HEALTH GROUP,STIRLING ROAD SURGERY,15380,PL05,441752322252
 Brent ,GP SURGERY,HA9 9FX,CHALKHILL FAMILY PRACTICE,113 CHALKHILL ROAD,4800,HA09,442087367033
 Brent ,GP SURGERY,HA9 9HA,FORTY WILLOWS SURGERY,46 FORTY LANE,6623,HA09,442033763100
 Brent ,GP SURGERY,HA9 9FX,ELLIS PRACTICE,THE WELFORD CENTRE,6800,HA09,442087367198
 Brent ,GP SURGERY,NW10 8RY,AKSYR MEDICAL PRACTICE,150 HILLTOP AVENUE,2000,NW10,442031887270
 South Gloucestershire ,GP SURGERY,BS37 4AA,KENNEDY WAY SURGERY,KENNEDY WAY,12650,BS37,441454313849
 Cambs and Peterborough ,GP PRACTICE DISPENSING,PE28 2RQ,THE MOAT HOUSE SURGERY,BEECH CLOSE,6400,PE28,441487822230
 Camden ,GP SURGERY,WC1N 3NA,DR MOGHISSI & DAVE,THE HOLBORN MEDICAL CENTRE,11200,WC01,442030770044
 South Reading ,GP SURGERY,RG1 3PA,DR PATEL & PARTNER,LONDON ROAD SURGERY,2500,RG01,441189264992
 Wandsworth ,GP SURGERY,SW17 9HQ,TOOTING SOUTH MEDICAL CENTRE,22 OTTERBURN STREET,7250,SW17,442086820521
 Redbridge ,PHARMACY CHAIN,IG2 7LT,BORNO CHEMISTS LTD,69 PERRYMANS FARM ROAD,0,IG02,442085543428
 West Kent ,PHARMACY CHAIN,TN13 2AA,DAY LEWIS PLC (0008),2 THE SQUARE,0,TN13,441732452452
 Camden ,PHARMACY INDEPENDENT,NW5 4EB,SANDYLIGHT LTD,86 QUEENS CRESCENT,0,NW05,442074851592
 Islington ,PHARMACY INDEPENDENT,N5 2AB,GB HEALTHCARE LTD,14 HIGHBURY PARK,0,NZ07,442072262666
 Sutton ,GP SURGERY,SM6 8BL,DR SUGUMAR & PARTNER,MALDON ROAD SURGERY,3700,SM06,442086474622
 Greenwich ,PHARMACY INDEPENDENT,SE3 7DH,THE REACH PHARM LIMITED (0014),182 WESTCOMBE HILL,0,SE03,442088580443
 Luton ,PHARMACY CHAIN,LU3 4AD,LLOYDS PHARMACY LTD (0446),WHITEHORSE VALE,0,LU03,441582503704
 Lewisham ,PHARMACY INDEPENDENT,SE8 3QG,MR J AKHTER,2 GOLDEN HIND PLACE,0,SE08,442086913799
 Waltham Forest ,PHARMACY CHAIN,E17 7JH,D K PATEL,220-222 HIGH STREET,0,EZ17,442085202684
 Southwark ,GP SURGERY,SE15 4NT,STERNHALL LANE SURGERY,12 STERNHALL LANE,5132,SE15,442076393553
 Hillingdon ,PHARMACY INDEPENDENT,UB3 5DS,R P BUSINESSES LTD,218-220 HIGH STREET,0,UB03,442087599658
 City and Hackney ,PHARMACY INDEPENDENT,E8 2JS,WESTMIDIAN LTD,47 KINGSLAND HIGH STREET,0,EZ08,442072540732
 Luton ,GP SURGERY,LU2 9SB,KINGFISHER PRACTICE,322 CRAWLEY GREEN ROAD,8000,LU02,441582399444
 West Hampshire ,PHARMACY CHAIN,SO53 3GA,RKHEM LTD,1 FALKLAND COURT,0,SO53,442380254344
 Brent ,PHARMACY INDEPENDENT,HA9 8PB,PT PATEL,212 PRESTON ROAD,0,HA09,442089043334
 Bexley ,PHARMACY CHAIN,SE2 9PT,A F BROWNE LTD,174 EYNSHAM DRIVE,0,SE02,442083104149
 Bromley ,PHARMACY CHAIN,SE20 7AA,D K PATEL,5 THE PARADE,0,SE20,442087788285
 West Kent ,PHARMACY CHAIN,ME15 9HL,LLOYDS PHARMACY LTD (6313),11 PARKWOOD PARADE,0,ME15,441622755587
 Ealing ,PHARMACY CHAIN,W3 8HR,HEMEEMA LTD,6 THE BROADWAY,0,WZ03,442089924522
 Slough ,PHARMACY CHAIN,SL1 3UR,WESSEX PHARMACY LTD,133 BATH ROAD,0,SL01,441753521968
 Lambeth ,PHARMACY INDEPENDENT,SW8 3RX,J M KARIA,26 QUEENSTOWN ROAD,0,SW08,442076229255
 East and N Herts ,PHARMACY INDEPENDENT,SG14 1BT,GRAVITAR LIMITED,64 FORE STREET,0,SG14,441992582965
 Ealing ,PHARMACY INDEPENDENT,UB1 2LF,SHAH PHARMACY LTD,13 NORTH PARADE,0,UB01,442085742700
 Lewisham ,PHARMACY CHAIN,SE26 5SL,X-PHARM LTD,363 SYDENHAM ROAD,0,SE26,442087783506
 Ealing ,PHARMACY INDEPENDENT,UB1 1LW,A ALI,123 THE BROADWAY,0,UB01,442085741753
 Portsmouth ,PHARMACY CHAIN,PO5 4PT,LLOYDS PHARMACY LTD (0141),143-147 SOMERS ROAD,0,PO05,442392831911
 West Hampshire ,PHARMACY CHAIN,SO53 2FS,LLOYDS PHARMACY LTD (0144),21 HURSLEY ROAD,0,SO53,442380254252
 Portsmouth ,PHARMACY CHAIN,PO3 6AN,LLOYDS PHARMACY LTD (0138),67 MILTON ROAD,0,PO03,442392816993
 Southampton ,PHARMACY CHAIN,SO15 3HH,LLOYDS PHARMACY LTD (0139),17 GROVE ROAD,0,SO15,442380789626
 Southampton ,PHARMACY CHAIN,SO19 9AL,LLOYDS PHARMACY LTD (0137),66B PORTSMOUTH ROAD,0,SO19,442380438155
 City and Hackney ,PHARMACY INDEPENDENT,N16 9PA,ALLEN PHARMACY,150 ALBION ROAD,0,NZ16,442072542500
 Haringey ,PHARMACY INDEPENDENT,N22 8ED,ALPHA PHARMACY LTD,18 COMMERCE ROAD,0,NZ22,442088881584
 Barking and Dagenham ,PHARMACY CHAIN,RM8 2AJ,NUCHEM PHARMACY,606 LONGBRIDGE ROAD,0,RM08,442085901480
 Ealing ,PHARMACY CHAIN,UB6 0LZ,SHILUNS LTD,3 THE PARADE,0,UB06,442089024830
 Croydon ,PHARMACY CHAIN,CR0 2JG,AMPHARM LTD,63-65 WHITEHORSE ROAD,0,CR00,442086842914
 Harrow ,PHARMACY INDEPENDENT,HA3 0PS,GREYSTONE LTD,261 PRESTON ROAD,0,HA03,442089049059
 Eastbourne Hailsham ,PHARMACY CHAIN,BN20 7RG,WAREMOSS LTD,38 MEADS STREET,0,BN25,441323733212
 Waltham Forest ,PHARMACY INDEPENDENT,E10 7LA,ANJI'S PHARMACY LTD,335 LEA BRIDGE ROAD,0,EZ10,442085392631
 Tower Hamlets ,PHARMACY CHAIN,E1 0SG,CORDEVE LTD,4 BRAYFORD SQUARE,0,EZ01,442077902296
 Islington ,PHARMACY CHAIN,N1 1EF,CLOCKWORK RETAIL LTD,273 CALEDONIAN ROAD,0,NZ01,442076074525
 West Hampshire ,PHARMACY INDEPENDENT,BH25 5BS,ASHLEY PHARMACY LTD,10 THE PARADE,0,BH25,441425612126
 West Kent ,PHARMACY CHAIN,TN2 3JG,MEDIMPO LTD,106 GREGGS WOOD ROAD,0,TN02,441892540398
 Haringey ,PHARMACY CHAIN,N8 0DU,AVENUE PHARMACY LTD,113 TURNPIKE LANE,0,NZ08,442083401440
 Wandsworth ,PHARMACY INDEPENDENT,SW17 7TG,BARKERS CHEMIST LTD,223 UPPER TOOTING ROAD,0,SW17,442086726116
 West Essex ,PHARMACY CHAIN,CM5 9JG,LLOYDS PHARMACY LTD (0906),205 HIGH STREET,0,CM05,441277362567
 Haringey ,PHARMACY INDEPENDENT,N17 7LH,BEAUTY-CHEM CHEMIST,11 GREAT CAMBRIDGE ROAD,0,NZ17,442088084015
 Bromley ,PHARMACY CHAIN,BR3 1ED,BECKENHAM PHARMACY LTD,70 HIGH STREET,0,BR03,442086506076
 Camden ,PHARMACY CHAIN,NW1 4BU,VIMAL SHAH LTD,ALBANY STREET,0,NW01,442079357172
 Bexley ,PHARMACY CHAIN,DA16 3HQ,TAMRUSH LTD,62-64 UPPER WICKHAM LANE,0,DA16,442083179783
 Bexley ,PHARMACY CHAIN,DA16 3RQ,TAMRUSH LTD,225 BELLEGROVE ROAD,0,DA16,442088561973
 City and Hackney ,PHARMACY CHAIN,N16 7JD,BENJAMIN CORY LTD,190 STOKE NEWINGTON HIGH STREET,0,NZ16,442072542696
 City and Hackney ,PHARMACY INDEPENDENT,E5 0LP,REGAL PHARMACY,48-50 CHATSWORTH ROAD,0,EZ05,442089852536
 Central London ,PHARMACY INDEPENDENT,W2 5ES,KNS CHEMISTS LTD,276 HARROW ROAD,0,WZ02,442072868738
 Camden ,PHARMACY INDEPENDENT,NW1 9EA,BIOTECH PHARMACY,96 CAMDEN ROAD,0,NW01,442074851714
 Luton ,PHARMACY CHAIN,LU3 1PB,GREEN CROSS HEALTHCARE LTD,54 BISHOPSCOTE ROAD,0,LU03,441582571198
 Wandsworth ,PHARMACY CHAIN,SW18 5LT,WELLBEING (UK) LTD,13 REPLINGHAM ROAD,0,SW18,442088749635
 Cambs and Peterborough ,PHARMACY CHAIN,CB7 5HA,LLOYDS PHARMACY LTD (0930),31 HIGH STREET,0,CB07,441353624094
 Waltham Forest ,PHARMACY CHAIN,E4 7BJ,BOOTS UK LTD (1819),19-21 STATION ROAD,0,EZ04,442085292628
 North East Essex ,PHARMACY CHAIN,CO1 1LX,BOOTS UK LTD (0199),5 LION WALK,0,CO01,441206577303
 Somerset ,PHARMACY CHAIN,TA6 3NG,BOOTS UK LTD (0315),34-38 FORE STREET,0,TA06,441278422011
 Hammersmith and Fulham ,PHARMACY CHAIN,W6 9HW,BOOTS UK LTD (0752),41-43 KING STREET,0,WZ06,442085638147
 Chiltern ,PHARMACY CHAIN,SL9 8PQ,BOOTS UK LTD (1072),67-69 PACKHORSE ROAD,0,SL09,441753882064
 East and N Herts ,PHARMACY CHAIN,EN8 7BZ,BOOTS UK LTD (1457),75-81 THE PAVILION,0,EN08,441992719672
 Lambeth ,PHARMACY CHAIN,SW16 1BB,BOOTS UK LTD (0861),206-208 STREATHAM HIGH ROAD,0,SW16,442087691165
 Bracknell and Ascot ,PHARMACY CHAIN,RG12 1LS,BOOTS UK LTD (0397),13 PRINCESS SQUARE,0,RG12,441344424906
 Coastal West Sussex ,PHARMACY CHAIN,PO19 1LB,BOOTS UK LTD (0976),10-12 NORTH STREET,0,PO19,441243782082
 Harrow ,PHARMACY CHAIN,HA5 3HR,BOOTS UK LTD (1075),37-39 BRIDGE STREET,0,HA05,442088661748
 North East West Devon,PHARMACY CHAIN,TQ7 1DX,BOOTS UK LTD (0388),PRINCE OF WALES ROAD,0,TQ07,441548852354
 Islington ,PHARMACY CHAIN,EC1N 2TD,BOOTS UK LTD (0723),122 HOLBORN,0,EC01,442074044519
 Bexley ,PHARMACY CHAIN,DA6 7JJ,BOOTS UK LTD (0846),31-33 THE MALL,0,DA06,442083011657
 South Devon and Torbay ,PHARMACY CHAIN,TQ14 8HH,BOOTS UK LTD (0314),5 WELLINGTON STREET,0,TQ14,441626772277
 Hillingdon ,PHARMACY CHAIN,HA6 2XY,BOOTS UK LTD (0876),11 MAXWELL ROAD,0,HA06,441923825365
 Herts Valleys ,PHARMACY CHAIN,WD3 1AJ,BOOTS UK LTD (1081),78 HIGH STREET,0,WD03,441923772720
 Cambs and Peterborough ,PHARMACY CHAIN,CB2 3ND,BOOTS UK LTD (0085),28 PETTY CURY,0,CB02,441223350213
 East and N Herts ,PHARMACY CHAIN,AL10 0JT,BOOTS UK LTD (1048),47 TOWN CENTRE,0,AL10,441707264722
 West Hampshire ,PHARMACY CHAIN,SO50 5SG,BOOTS UK LTD (0814),THE SWAN CENTRE,0,SO50,442380612152
 Wokingham ,PHARMACY CHAIN,RG40 1AT,BOOTS UK LTD (0479),40 MARKET PLACE,0,RG40,441189784294
 Hastings and Rother ,PHARMACY CHAIN,TN37 6AJ,BOOTS UK LTD (0984),35-37 LONDON ROAD,0,TN37,441424420769
 Nene ,PHARMACY CHAIN,NN8 1EZ,BOOTS UK LTD (0081),73-76 CORN LANE,0,NN08,441933222019
 West Hampshire ,PHARMACY CHAIN,SP10 1LT,BOOTS UK LTD (1018),31-37 CHANTRY WAY,0,SP10,441264352180
 West Essex ,PHARMACY CHAIN,IG10 3ST,BOOTS UK LTD (1822),18 THE BROADWAY,0,IG10,442085085393
 West London K&C and Qpp ,PHARMACY CHAIN,SW3 4UD,BOOTS UK LTD (1616),60-62 KINGS ROAD,0,SW03,442075893234
 Harrow ,PHARMACY CHAIN,HA3 7AF,BOOTS UK LTD (0813),66-68 HIGH STREET,0,HA03,442084271171
 Enfield ,PHARMACY CHAIN,EN2 6SN,BOOTS UK LTD (0768),30-32 SHOPPING PRECINCT,0,EN02,442083671211
 West Kent ,PHARMACY CHAIN,TN1 2TE,BOOTS UK LTD (0938),7-9 CALVERLEY ROAD,0,TN01,441892526486
 Thurrock ,PHARMACY CHAIN,RM17 6NB,BOOTS UK LTD (0948),43 HIGH STREET,0,RM17,441375372958
 Brighton and Hove ,PHARMACY CHAIN,BN1 2BE,BOOTS UK LTD (0970),129 NORTH STREET,0,BN01,441273207461
 West Suffolk ,PHARMACY CHAIN,IP33 1BX,BOOTS UK LTD (0086),11-13 CORNHILL,0,IP33,441284701516
 Somerset ,PHARMACY CHAIN,TA18 7LA,BOOTS UK LTD (0441),8 MARKET STREET,0,TA20,44146072310
 Luton ,PHARMACY CHAIN,LU1 2BG,BOOTS UK LTD (0758),82-86 THE MALL,0,LU01,441582720592
 Medway ,PHARMACY CHAIN,ME7 3PB,BOOTS UK LTD (0978),5 HEMPSTEAD VALLEY SHOPPING CENTRE,0,ME07,441634388175
 Bedfordshire ,PHARMACY CHAIN,LU5 4RH,BOOTS UK LTD (0750),36-40 BROADWALK,0,LU05,441582663351
 Redbridge ,PHARMACY CHAIN,E18 1AY,BOOTS UK LTD (0874),170-172 GEORGE LANE,0,EZ18,442089892274
 Bristol ,PHARMACY CHAIN,BS13 0BE,BOOTS UK LTD (0269),UNIT 5,0,BS13,441179641232
 Central London ,PHARMACY CHAIN,WC2B 6NH,BOOTS UK LTD (1521),129-133 KINGSWAY,0,WC02,442072428897
 Cambs and Peterborough ,PHARMACY CHAIN,PE3 8DN,BOOTS UK LTD (6524),2 BRETTON CENTRE,0,PE03,441733262555
 Gloucestershire ,PHARMACY CHAIN,GL1 1PU,BOOTS UK LTD (0254),EASTGATE STREET,0,GL01,441452423501
 Swindon ,PHARMACY CHAIN,SN1 4AN,BOOTS UK LTD (0398),35 WOOD STREET,0,SN01,441793522941
 Newbury and District ,PHARMACY CHAIN,RG14 1DJ,BOOTS UK LTD (0459),4-5 NORTHBROOK STREET,0,RG14,44163540396
 North East West Devon,PHARMACY CHAIN,EX4 1AH,BOOTS UK LTD (6484),THE EXEBRIDGE CENTRE,0,EX04,441392271372
 City and Hackney ,PHARMACY CHAIN,E8 2NS,BOOTS UK LTD (0778),82-84 KINGSLAND HIGH STREET,0,EZ08,442072545067
 South West Lincs ,PHARMACY CHAIN,NG31 6NE,BOOTS UK LTD (0037),42-43 HIGH STREET,0,NG31,441476563029
 Sutton ,PHARMACY CHAIN,SM1 1JG,BOOTS UK LTD (0858),109-111 HIGH STREET,0,SM01,442086427575
 Basildon and Brentwood ,PHARMACY CHAIN,SS12 0RA,BOOTS UK LTD (1831),16 WILLOWDALE CENTRE,0,SS12,441268761911
 Southampton ,PHARMACY CHAIN,SO15 3NJ,BOOTS UK LTD (1463),9-11 SHIRLEY HIGH STREET,0,SO15,442380772181
 Horsham and Mid Sussex ,PHARMACY CHAIN,RH16 4LQ,BOOTS UK LTD (1400),47 SOUTH ROAD,0,RH16,441444440034
 Wandsworth ,PHARMACY CHAIN,SW11 1QN,BOOTS UK LTD (0868),21-23 ST. JOHN'S ROAD,0,SW11,442072286064
 Basildon and Brentwood ,PHARMACY CHAIN,CM12 9BS,BOOTS UK LTD (1830),64-66 HIGH STREET,0,CM12,441277655233
 Redbridge ,PHARMACY CHAIN,IG7 4DN,BOOTS UK LTD (1823),169 MANFORD WAY,0,IG07,442085004570
 West Hampshire ,PHARMACY CHAIN,SO23 9BL,BOOTS UK LTD (0916),35-39 HIGH STREET,0,SO23,441962852020
 South Reading ,PHARMACY CHAIN,RG1 2AE,BOOTS UK LTD (2079),47-48 BROAD STREET,0,RG01,441189571135
 Nene ,PHARMACY CHAIN,NN1 2BY,BOOTS UK LTD (0084),9 THE PARADE,0,NN01,441604622573
 Central London ,PHARMACY CHAIN,W1B 5RA,BOOTS UK LTD (1000),44-46 REGENT STREET,0,WZ01,442077346126
 Lincolnshire West ,PHARMACY CHAIN,LN5 7DZ,BOOTS UK LTD (0031),311-312 HIGH STREET,0,LN05,441522524303
 Newham ,PHARMACY CHAIN,E15 1XD,BOOTS UK LTD (0714),31-32 THE MALL,0,EZ15,442085342272
 West London K&C and Qpp ,PHARMACY CHAIN,W11 3QA,BOOTS UK LTD (1005),96-98 NOTTING HILL GATE,0,WZ11,442077274441
 Wandsworth ,PHARMACY CHAIN,SW15 1SP,BOOTS UK LTD (0869),49-53 PUTNEY HIGH STREET,0,SW15,442087886191
 High Weald Lewes Havens,PHARMACY CHAIN,BN7 2LP,BOOTS UK LTD (0957),14 EASTGATE STREET,0,BN07,441273474003
 Dorset ,PHARMACY CHAIN,BH9 2HE,BOOTS UK LTD (0934),358-362 WIMBORNE ROAD,0,BH09,441202518172
 Ipswich East Suffolk ,PHARMACY CHAIN,IP1 3AA,BOOTS UK LTD (1833),5 TAVERN STREET,0,IP01,441473256525
 Thanet ,PHARMACY CHAIN,CT8 8RF,BOOTS UK LTD (1442),36 ST. MILDREDS ROAD,0,CT07,441843831167
 Surrey Downs ,PHARMACY CHAIN,SM7 2NL,BOOTS UK LTD (1414),85-87 HIGH STREET,0,SM07,441737350158
 Lambeth ,PHARMACY CHAIN,SW9 8HH,BOOTS UK LTD (0808),449 BRIXTON ROAD,0,SW09,442072744281
 Central London ,PHARMACY CHAIN,W1C 2NB,BOOTS UK LTD (1447),385-389 OXFORD STREET,0,WZ01,442076298694
 Kingston ,PHARMACY CHAIN,KT6 4JZ,BOOTS UK LTD (0847),19 VICTORIA ROAD,0,KT06,442083992715
 Fareham and Gosport ,PHARMACY CHAIN,PO12 1DU,BOOTS UK LTD (1020),109-110 HIGH STREET,0,PO12,442392580825
 Bexley ,PHARMACY CHAIN,DA14 6EH,BOOTS UK LTD (0826),56 SIDCUP HIGH STREET,0,DA14,442083003249
 Central London ,PHARMACY CHAIN,SW1V 1JU,BOOTS UK LTD (1544),VICTORIA STATION,0,SW01,442078340676
 Barnet ,PHARMACY CHAIN,EN5 5XP,BOOTS UK LTD (0798),142 HIGH STREET,0,EN05,442084490055
 Thanet ,PHARMACY CHAIN,CT10 1LH,BOOTS UK LTD (0991),14 HIGH STREET,0,CT10,441843862699
 Swindon ,PHARMACY CHAIN,SN1 1LF,BOOTS UK LTD (0264),3 BRUNEL PLAZA,0,SN01,441793536347
 Milton Keynes ,PHARMACY CHAIN,MK9 3AH,BOOTS UK LTD (0262),18 CROWN WALK,0,MK09,441908607327
 West London K&C and Qpp ,PHARMACY CHAIN,W8 5SF,BOOTS UK LTD (0884),127A KENSINGTON HIGH STREET,0,WZ08,442079379533
 Hounslow ,PHARMACY CHAIN,W4 5TA,BOOTS UK LTD (0747),332 CHISWICK HIGH ROAD,0,WZ04,442089941431
 Greenwich ,PHARMACY CHAIN,SE18 6NB,BOOTS UK LTD (0842),12-16 HARE STREET,0,SE18,442088540340
 Bexley ,PHARMACY CHAIN,DA16 1TY,BOOTS UK LTD (1021),109 WELLING HIGH STREET,0,DA16,442083034824
 Haringey ,PHARMACY CHAIN,N8 8DU,BOOTS UK LTD (0788),11 THE BROADWAY,0,NZ08,442083403892
 Mid Essex ,PHARMACY CHAIN,CM8 2AR,BOOTS UK LTD (0196),42 NEWLAND STREET,0,CM08,441376513613
 Bromley ,PHARMACY CHAIN,BR4 0PU,BOOTS UK LTD (0993),90 STATION ROAD,0,BR04,442087771772
 Southwark ,PHARMACY CHAIN,SE5 8RZ,TARGETGRANGE LTD,36 DENMARK HILL,0,SE05,442072745868
 Coastal West Sussex ,PHARMACY CHAIN,PO21 1PQ,BOOTS UK LTD (1080),47 LONDON ROAD,0,PO21,441243821044
 Wandsworth ,PHARMACY CHAIN,SW12 9AU,BOOTS UK LTD (0871),153-155 BALHAM HIGH ROAD,0,SW12,442086737595
 Medway ,PHARMACY CHAIN,ME4 4BB,BOOTS UK LTD (0940),THE PENTAGON,0,ME04,441634405471
 Kingston ,PHARMACY CHAIN,KT6 7DW,BOOTS UK LTD (1655),59-63 TOLWORTH BROADWAY,0,KT06,442083999836
 Waltham Forest ,PHARMACY CHAIN,E17 7JR,BOOTS UK LTD (5067),21 SELBORNE WALK,0,EZ17,442085207017
 Croydon ,PHARMACY CHAIN,CR5 2ND,BOOTS UK LTD (0879),118-120 BRIGHTON ROAD,0,CR05,442086601434
 Merton ,PHARMACY CHAIN,SW19 8YE,BOOTS UK LTD (0854),4 QUEENS ROAD,0,SW19,442089461673
 West Kent ,PHARMACY CHAIN,TN8 5AD,BOOTS UK LTD (0997),27 HIGH STREET,0,TN11,441732863215
 Redbridge ,PHARMACY CHAIN,IG3 8RA,STRANDHAVEN LTD,641 HIGH ROAD,0,IG03,442085901624
 Hounslow ,PHARMACY CHAIN,TW3 1BL,BOOTS UK LTD (0740),193-199 HIGH STREET,0,TW03,442085700156
